VENTA_ID|CAJERO_ID|COMPRADOR_ID|FECHA_VENTA|MONTO_TOTAL|CODIGO_PRODUCTO|NOMBRE_PRODUCTO|CODIGO_FAMILIA|NOMBRE_FAMILIA|CANTIDAD
1232|3|14|02/09/19 21:58:13,000000000|Q.-1500.|7802215104855|COSTA RAMA 115g.|4|CONFITES-GALLETAS|1,0
1233|3|246|02/09/19 21:59:01,000000000|Q.-1520.|7801300012075|* TRIAL * TRIAL * TRIAL * TRIAL * TR|1|OFERTAS ESPECIALES|1,0
1240|3|2|02/09/19 22:23:47,000000000|Q.3100-.|7801610333327|* TRIAL * TRIAL * TRIAL * TRIAL *|11|BEBIDAS COCA COLA|1,0
1241|2|60|02/09/19 22:10:07,000000000|Q.-2150.|7803403002229|PAN BLANCO IDEAL 580g.|1|OFERTAS ESPECIALES|1,0
1246|2|404|02/09/19 22:19:47,000000000|Q.8380-.|7801610001165|* TRIAL * TRIAL * TRIAL * TRIAL * T|11|BEBIDAS COCA COLA|1,0
1246|2|395|02/09/19 22:19:47,000000000|Q.8380-.|7802820000832|NECTAR DE NARANJA ANDINA DEL VALLE 1.5L.|1|OFERTAS ESPECIALES|1,0
1250|3|450|02/09/19 22:31:51,000000000|Q.6830-.|78057241|CHANDELLE SABOR LUCUMA NESTLE 130g.|1|OFERTAS ESPECIALES|2,0
1250|3|196|02/09/19 22:31:51,000000000|Q.6830-.|7501013118193|JUGO JUMEX SABOR MANZANA 370ml|8|JUGOS-NECTAR|1,0
1251|2|133|02/09/19 22:28:17,000000000|Q.-1700.|7801620006891|PEPSI ZERO AZUCAR 3L|12|BEBIDAS C.C.U|1,0
1252|2|240|02/09/19 22:29:11,000000000|Q.-940.|7802615005516|HARINA MON.C/POL.1kg.|1|OFERTAS ESPECIALES|1,0
1252|2|308|02/09/19 22:29:11,000000000|Q.-940.|7806500241294|SERVILLETAS ABOLENGO 40UN. |1|OFERTAS ESPECIALES|1,0
1265|7|63|03/09/19 08:14:36,000000000|Q.-2400.|7802575220189|SIX PACK SPRIM SABOR PIÑA 190ml|8|JUGOS-NECTAR|2,0
1269|7|193|03/09/19 08:07:21,000000000|Q.-650.|7613032443191|GALLETA MACKAY VINO NESTLE 100g|1|OFERTAS ESPECIALES|1,0
1275|7|191|03/09/19 08:24:31,000000000|Q.5200-.|78018884|PALL MALL DE CLICK DE 20|7|CIGARROS|1,0
1283|7|7|03/09/19 08:34:59,000000000|Q.-900.|7801505231912|* TRIAL * TRIAL *|1|OFERTAS ESPECIALES|1,0
1287|7|184|03/09/19 08:44:59,000000000|Q.4960-.|78019058|* TRIAL * TRIAL * TRI|7|CIGARROS|1,0
1287|7|365|03/09/19 08:44:59,000000000|Q.4960-.|7806800001130|* TRIAL * TRIAL * TRIAL * TRIA|1|OFERTAS ESPECIALES|1,0
1288|7|311|03/09/19 08:46:09,000000000|Q.-960.|7802575220127|* TRIAL * TRIAL * TRIAL * TRIAL * TRIAL|8|JUGOS-NECTAR|2,0
1293|7|236|03/09/19 08:54:12,000000000|Q.-600.|7802000012204|DORITOS RULETA 48g|1|OFERTAS ESPECIALES|1,0
1294|7|98|03/09/19 08:55:13,000000000|Q.4210-.|7805025693731|CLOROX ROPA QUITAMANCHAS COLORES VIVOS 370g|1|OFERTAS ESPECIALES|1,0
1295|7|379|03/09/19 08:55:46,000000000|Q.3000-.|78019096|PALL MALL PLOMO DE 20|7|CIGARROS|1,0
1296|7|303|03/09/19 08:57:32,000000000|Q.-1680.|7801610461013|AQUARIUS SIN AZUCAR SABOR PERA 1600ML|1|OFERTAS ESPECIALES|1,0
1299|7|89|03/09/19 09:05:17,000000000|Q.-2290.|7802215512285|FRAC VAINILLA 130g.|1|OFERTAS ESPECIALES|1,0
1299|7|185|03/09/19 09:05:17,000000000|Q.-2290.|7613032590369|GALLETA MCKAY NIZA NESTLE 150g.|1|OFERTAS ESPECIALES|1,0
1308|7|304|03/09/19 09:27:23,000000000|Q.5750-.|7809611709622|* TRIAL * TRIAL * TRIAL * TRIAL *|1|OFERTAS ESPECIALES|2,0
1308|7|122|03/09/19 09:27:23,000000000|Q.5750-.|78007673|PALL MALL AZUL DE 20|7|CIGARROS|1,0
1311|7|24|03/09/19 09:30:28,000000000|Q.4250-.|7803473004277|RAYITA SABOR FRUTILLA MARINELA 60g.|1|OFERTAS ESPECIALES|1,0
1312|7|92|03/09/19 09:39:52,000000000|Q.-1710.|7802900120016|MANTEQUILLA SOPROLE CON SAL |1|OFERTAS ESPECIALES|1,0
1313|7|338|03/09/19 09:39:21,000000000|Q.-1330.|7803473004840|PINGUINOS SABOR CHOCOLATE MARINELA 120g.|4|CONFITES-GALLETAS|1,0
1313|7|189|03/09/19 09:39:21,000000000|Q.-1330.|7802900056070|LECHE SEMIDESCREMADA CHOCOLATE SOPROLE 200ml|13|LÁCTEOS|1,0
1315|7|78|03/09/19 09:42:29,000000000|Q.-900.|7802215511622|GALLETAS SODA LINE COSTA 54g|4|CONFITES-GALLETAS|2,0
1315|7|71|03/09/19 09:42:29,000000000|Q.-900.|7802950006339|LECHE TRENCITO NESTLE 200ml|13|LÁCTEOS|1,0
1317|7|130|03/09/19 09:44:32,000000000|Q.-2200.|7802000003479|RAMITAS QUESO EVERCRISP 42g|1|OFERTAS ESPECIALES|1,0
1317|7|198|03/09/19 09:44:32,000000000|Q.-2200.|7802820600209|AGUA VITAL NATURAL 600ml|1|OFERTAS ESPECIALES|1,0
1318|7|93|03/09/19 09:45:16,000000000|Q.4100-.|78020627|BELMONT DE 20|7|CIGARROS|1,0
1332|7|176|03/09/19 10:39:40,000000000|Q.5220-.|956260858|DETERG. BIO SOL CON SUAVIZANTE 5L|10|ART.LIMPIEZA|1,0
1333|7|339|03/09/19 10:41:34,000000000|Q.-650.|7801620011666|NECTAR WATTS SABOR DURAZNO 300ml|1|OFERTAS ESPECIALES|1,0
1336|7|398|03/09/19 10:44:19,000000000|Q.-2430.|7613031214884|GALLETAS DE SODA LIGHT MCKAY 180g.|4|CONFITES-GALLETAS|1,0
1336|7|88|03/09/19 10:44:19,000000000|Q.-2430.|7613035285408|JALEA SABOR A GUINDA NESTLE 110g.|1|OFERTAS ESPECIALES|2,0
1338|7|70|03/09/19 10:49:18,000000000|Q.-1400.|7613035953741|SEMOLA CON SALSA DE FRAMBUESA NESTLE 135g.|1|OFERTAS ESPECIALES|1,0
1340|7|246|03/09/19 10:54:47,000000000|Q.-1800.|7803473003461|PINGUINOS CON RELLENO CREMOSO MARINELA 120g.|1|OFERTAS ESPECIALES|1,0
1341|7|9|03/09/19 10:55:33,000000000|Q.-1000.|7802820671988|POWERADE ZERO CALORIAS FROZEN BLAST 1L.|1|OFERTAS ESPECIALES|1,0
1342|7|400|03/09/19 11:10:58,000000000|Q.-400.|7806500241294|SERVILLETAS ABOLENGO 40UN. |1|OFERTAS ESPECIALES|2,0
1350|7|105|03/09/19 11:44:29,000000000|Q.6100-.|7801610002285|FANTA RETORNABLE 2L.|11|BEBIDAS COCA COLA|1,0
1353|7|2|03/09/19 12:11:24,000000000|Q.4700-.|78019058|PALL MALL VERDE DE 20|7|CIGARROS|1,0
1353|7|191|03/09/19 12:11:24,000000000|Q.4700-.|7803525999544|BROWNIE CHIPS NUTRA BIEN 62g |1|OFERTAS ESPECIALES|1,0
1355|7|69|03/09/19 12:18:08,000000000|Q.9850-.|7801930006598|* TRIAL * TRIAL * TRIAL * |1|OFERTAS ESPECIALES|1,0
1356|7|298|03/09/19 12:19:41,000000000|Q.3750-.|7801610001295|COCACOLA ORIGINAL RETORNABLE 2.0L|11|BEBIDAS COCA COLA|1,0
1360|7|2|03/09/19 12:24:56,000000000|Q.2580-.|7702367003917|ATUN EN AGUA LOMITO VAN CAMPS 160g|1|OFERTAS ESPECIALES|2,0
1361|7|13|03/09/19 12:26:09,000000000|Q.-750.|7802575004635|* TRIAL * TRIAL * TRIAL * T|1|OFERTAS ESPECIALES|1,0
1362|7|497|03/09/19 12:27:18,000000000|Q.-360.|7613036466714|* TRIAL * TRIAL * TRIAL * TR|1|OFERTAS ESPECIALES|2,0
1366|7|321|03/09/19 12:33:35,000000000|Q.2850-.|7801430430091|ARROZ ARU.PREGR. 1kg.|1|OFERTAS ESPECIALES|1,0
1367|7|152|03/09/19 12:34:11,000000000|Q.-1200.|7801620005160|GATORADE COOL BLUE 1L|1|OFERTAS ESPECIALES|1,0
1372|7|356|03/09/19 12:48:37,000000000|Q.-1800.|7801610333129|COCACOLA ORIGINAL RETORNABLE 3L.|11|BEBIDAS COCA COLA|1,0
1374|7|10|03/09/19 12:51:57,000000000|Q.-1700.|ENS.LECHUGA|ENS.LECHUGA|1|OFERTAS ESPECIALES|1,0
1375|7|317|03/09/19 12:49:35,000000000|Q.-1800.|7801610333129|* TRIAL * TRIAL * TRIAL * TRIAL |11|BEBIDAS COCA COLA|1,0
1380|7|367|03/09/19 12:59:23,000000000|Q.6250-.|7802575220158|* TRIAL * TRIAL * TRIAL * TRIAL * |8|JUGOS-NECTAR|1,0
1380|7|26|03/09/19 12:59:23,000000000|Q.6250-.|CAKE|* TRIAL * TRIAL * TRIAL|1|OFERTAS ESPECIALES|2,0
1381|7|151|03/09/19 13:10:03,000000000|Q.3000-.|78007673|PALL MALL AZUL DE 20|7|CIGARROS|1,0
1384|7|242|03/09/19 13:03:16,000000000|Q.-450.|7801610880104|COCACOLA EXPRESS 237ml|11|BEBIDAS COCA COLA|1,0
1385|7|85|03/09/19 13:04:50,000000000|Q.-1200.|CAKE|CAKE CHISPA DE CHOCOLTE|1|OFERTAS ESPECIALES|2,0
1386|7|28|03/09/19 13:07:12,000000000|Q.-2000.|7808743601934|ACEITE MERKAT 900ml.|1|OFERTAS ESPECIALES|1,0
1388|7|266|03/09/19 13:12:04,000000000|Q.2970-.|7801620017552|PEPSI DESECHABLE 3L|12|BEBIDAS C.C.U|1,0
1395|7|262|03/09/19 13:16:27,000000000|Q.-300.|7801610880104|* TRIAL * TRIAL * TRIA|11|BEBIDAS COCA COLA|1,0
1396|7|437|03/09/19 13:17:11,000000000|Q.-1500.|7805000307066|FRUTTARE FRUTILLA BRESLER 70ml|1|OFERTAS ESPECIALES|2,0
1397|7|400|03/09/19 13:19:33,000000000|Q.-2300.|7801268001364|ATUN ACEI.ANGELMO|1|OFERTAS ESPECIALES|1,0
1401|7|238|03/09/19 13:25:30,000000000|Q.-380.|7802900056070|LECHE SEMIDESCREMADA CHOCOLATE SOPROLE 200ml|13|LÁCTEOS|1,0
1402|7|33|03/09/19 13:37:34,000000000|Q.-1950.|7809611700513|HAMBURGUESA DE VACUNO LA CRIANZA 100g.|1|OFERTAS ESPECIALES|2,0
1403|7|89|03/09/19 13:37:55,000000000|Q.-1000.|7808743601934|* TRIAL * TRIAL * TR|1|OFERTAS ESPECIALES|1,0
1404|7|94|03/09/19 13:38:43,000000000|Q.-500.|614143375095|PAN RALLADO SERKO  110g.|1|OFERTAS ESPECIALES|1,0
1407|7|252|03/09/19 14:18:59,000000000|Q.-990.|7805000313821|DETERG. RINSO 400g|10|ART.LIMPIEZA|1,0
1413|7|111|03/09/19 13:53:58,000000000|Q.-1250.|7801610350256|* TRIAL * TRIAL * TRIAL * TRI|11|BEBIDAS COCA COLA|1,0
1418|7|320|03/09/19 14:05:36,000000000|Q.6500-.|956260858|* TRIAL * TRIAL * TRIAL * TRIAL *|10|ART.LIMPIEZA|1,0
1419|7|136|03/09/19 14:07:06,000000000|Q.-1000.|7808743601934|ACEITE MERKAT 900ml.|1|OFERTAS ESPECIALES|1,0
1425|7|201|03/09/19 14:15:51,000000000|Q.-1790.|7805000314293|MAYONESA HELLMANN`S  700g.|1|OFERTAS ESPECIALES|1,0
1427|7|380|03/09/19 14:25:43,000000000|Q.5950-.|7802300000154|SALSA DE TOMATE ITALIANA MALLOA 200g|1|OFERTAS ESPECIALES|1,0
1427|7|493|03/09/19 14:25:43,000000000|Q.5950-.|7802575006035|CORBATAS CARO.400g.|1|OFERTAS ESPECIALES|1,0
1428|7|157|03/09/19 14:23:29,000000000|Q.-1250.|7802225683289|GALLETAS CRACKER SELZ 54g|4|CONFITES-GALLETAS|1,0
1428|7|482|03/09/19 14:23:29,000000000|Q.-1250.|7802820250220|KAPO SABOR PIÑA 252ml|1|OFERTAS ESPECIALES|2,0
1433|7|305|03/09/19 14:24:21,000000000|Q.-2470.|7806500507956|* TRIAL * TRI|10|ART.LIMPIEZA|1,0
1434|7|135|03/09/19 14:26:50,000000000|Q.5630-.|7802215512292|* TRIAL * TRIAL * TRI|1|OFERTAS ESPECIALES|1,0
1434|7|21|03/09/19 14:26:50,000000000|Q.5630-.|7802705619463|* TRIAL * TRIAL * TRIAL *|1|OFERTAS ESPECIALES|1,0
1438|7|412|03/09/19 14:28:16,000000000|Q.-2100.|78019065|PALL MALL VERDE CLICK DE 10 |7|CIGARROS|1,0
1439|7|489|03/09/19 14:27:41,000000000|Q.-650.|7805000301484|MAYONESA HELLMANN`S 93g.|1|OFERTAS ESPECIALES|1,0
1443|7|45|03/09/19 14:30:18,000000000|Q.-250.|7802820250206|* TRIAL * TRIAL * T|1|OFERTAS ESPECIALES|1,0
1450|7|87|03/09/19 14:55:45,000000000|Q.-2300.|7801300000409|* TRIAL * TRIAL * TRIAL * TRIAL|1|OFERTAS ESPECIALES|1,0
1455|7|387|03/09/19 15:07:54,000000000|Q.-750.|7802410820154|* TRIAL * TRIAL * TRIAL * TRIAL|1|OFERTAS ESPECIALES|1,0
1456|2|496|03/09/19 15:20:36,000000000|Q.-300.|7802575222916|* TRIAL * TRIAL * TRIAL *|8|JUGOS-NECTAR|2,0
1463|2|223|03/09/19 15:23:11,000000000|Q.3200-.|78018884|PALL MALL DE CLICK DE 20|7|CIGARROS|1,0
1467|2|243|03/09/19 15:30:36,000000000|Q.3350-.|7802910001978|* TRIAL * TRIAL * TRIA|1|OFERTAS ESPECIALES|2,0
1472|2|418|03/09/19 15:32:54,000000000|Q.-1750.|5411916117853|ARVEJAS CONGELADAS DITRON 200g.|1|OFERTAS ESPECIALES|1,0
1474|2|423|03/09/19 15:37:59,000000000|Q.-1000.|7802000011917|* TRIAL * TRIAL * TR|4|CONFITES-GALLETAS|1,0
1477|2|425|03/09/19 15:42:02,000000000|Q.-1400.|7802575222916|JUGO SPRIM DURAZNO 1L 35g|8|JUGOS-NECTAR|2,0
1482|2|353|03/09/19 15:52:12,000000000|Q.3200-.|7613031246205|POSTRE CHARLOT SABOR MORA CREMA NESTLE 1L.|1|OFERTAS ESPECIALES|1,0
1485|2|331|03/09/19 15:53:56,000000000|Q.3000-.|78007673|PALL MALL AZUL DE 20|7|CIGARROS|1,0
1486|2|183|03/09/19 16:03:08,000000000|Q.-300.|7802575223050|* TRIAL * TRIAL * TRIAL * TR|8|JUGOS-NECTAR|2,0
1491|2|409|03/09/19 16:24:30,000000000|Q.2610-.|7802575222985|* TRIAL * TRIAL * TRIAL *|8|JUGOS-NECTAR|3,0
1499|2|139|03/09/19 16:31:52,000000000|Q.-2250.|7802225683661|GALLETAS DE SODA SELZ 180g.|4|CONFITES-GALLETAS|1,0
1502|2|136|03/09/19 16:47:45,000000000|Q.3200-.|78018884|* TRIAL * TRIAL * TRIAL |7|CIGARROS|1,0
1504|2|90|03/09/19 16:57:15,000000000|Q.-1800.|7804646000010|* TRIAL * TR|1|OFERTAS ESPECIALES|1,0
1505|2|284|03/09/19 16:57:49,000000000|Q.-2200.|78021020|BELMONT DE 10|7|CIGARROS|1,0
1508|2|320|03/09/19 17:18:15,000000000|Q.4600-.|78020627|* TRIAL * TRI|7|CIGARROS|1,0
1514|2|408|03/09/19 17:28:34,000000000|Q.8100-.|78007673|* TRIAL * TRIAL * TR|7|CIGARROS|2,0
1514|2|320|03/09/19 17:28:34,000000000|Q.8100-.|7808743601934|* TRIAL * TRIAL * TR|1|OFERTAS ESPECIALES|1,0
1519|2|149|03/09/19 17:36:53,000000000|Q.-2000.|7801300012051|PRIMAVERA FRUTOS DEL MAIPO 200g.|1|OFERTAS ESPECIALES|1,0
1522|2|198|03/09/19 17:40:22,000000000|Q.5200-.|7802408001176|GALLE. SERRANITA CREMA LIMON FRUNA 140g.|1|OFERTAS ESPECIALES|2,0
1522|2|201|03/09/19 17:40:22,000000000|Q.5200-.|78019065|PALL MALL VERDE CLICK DE 10 |7|CIGARROS|1,0
1525|2|145|03/09/19 17:44:06,000000000|Q.-2490.|7803200804163|MAYONESA JB 760g.|1|OFERTAS ESPECIALES|1,0
1525|2|13|03/09/19 17:44:06,000000000|Q.-2490.|7802351311001|MOSTAZA DON JUAN 100g|1|OFERTAS ESPECIALES|1,0
1531|2|491|03/09/19 17:50:18,000000000|Q.-2450.|78021020|BELMONT DE 10|7|CIGARROS|1,0
1534|2|122|03/09/19 17:54:55,000000000|Q.-1350.|7805000310288|MAGNUM COOKIES AND CREAM BRESLER 1ml|1|OFERTAS ESPECIALES|1,0
1552|2|2|03/09/19 18:25:29,000000000|Q.3750-.|7806500401704|NOVA CLASICA|1|OFERTAS ESPECIALES|1,0
1552|2|46|03/09/19 18:25:29,000000000|Q.3750-.|7806500507956|CONFORT NOBLE|10|ART.LIMPIEZA|1,0
1561|2|63|03/09/19 18:37:45,000000000|Q.-1790.|7802000012297|* TRIAL * TRIAL * TRIAL * TRIAL *|1|OFERTAS ESPECIALES|1,0
1563|2|232|03/09/19 18:38:48,000000000|Q.3900-.|7803403002632|PAN COMPLETO XL 6 PZAS. IDEAL 528g.|1|OFERTAS ESPECIALES|1,0
1563|2|129|03/09/19 18:38:48,000000000|Q.3900-.|7809611709622|CHURRASCO DE VACUNO KING 90g 3UN.|1|OFERTAS ESPECIALES|3,0
1573|2|114|03/09/19 18:49:45,000000000|Q.-2100.|7802000010910|PAPAS LAYS MEDITERRANEAS JAMON SERRANO EVERCRISP 38g|4|CONFITES-GALLETAS|1,0
1574|2|153|03/09/19 18:53:35,000000000|Q.9930-.|7802410820154|* TRIAL * TRIAL * TRIAL * TRIAL|1|OFERTAS ESPECIALES|1,0
1574|2|259|03/09/19 18:53:35,000000000|Q.9930-.|7802900001308|* TRIAL * TRIAL * TRIAL *|13|LÁCTEOS|1,0
1576|2|160|03/09/19 18:55:11,000000000|Q.-2430.|7802900001230|QUESO CREMA SOPROLE 100g.|1|OFERTAS ESPECIALES|1,0
1577|2|144|03/09/19 18:54:18,000000000|Q.-1990.|7809637200028|* TRIAL * TRIAL * TRIAL * TRIAL * T|1|OFERTAS ESPECIALES|1,0
1586|2|156|03/09/19 19:00:20,000000000|Q.-1110.|HUEVO|Huevo|1|OFERTAS ESPECIALES|3,0
1587|2|454|03/09/19 19:03:57,000000000|Q.11400-.|78020627|BELMONT DE 20|7|CIGARROS|1,0
1588|2|14|03/09/19 19:05:53,000000000|Q.2590-.|7802215514333|* TRIAL * TRIAL * TRIAL * TRIAL * TRIAL * TRIAL|4|CONFITES-GALLETAS|1,0
1589|2|446|03/09/19 19:05:06,000000000|Q.-1950.|7802950022322|CREMA DE LECHE NESTLE 200ml |1|OFERTAS ESPECIALES|1,0
1589|2|83|03/09/19 19:05:06,000000000|Q.-1950.|7801800100012|DURAZNOS MIT.ACONCAGUA 820g.|1|OFERTAS ESPECIALES|1,0
1592|2|293|03/09/19 19:07:09,000000000|Q.-750.|7802950022322|CREMA DE LECHE NESTLE 200ml |1|OFERTAS ESPECIALES|1,0
1594|2|229|03/09/19 19:10:14,000000000|Q2500|7802000010873|LAYS STAX SABOR A PIZZA 140g.|4|CONFITES-GALLETAS|1,0
1595|2|274|03/09/19 19:10:07,000000000|Q.3850-.|78007673|* TRIAL * TRIAL * TR|7|CIGARROS|1,0
1595|2|337|03/09/19 19:10:07,000000000|Q.3850-.|7801610000540|COCACOLA RETORNABLE SIN AZUCAR 1.25L.|11|BEBIDAS COCA COLA|1,0
1597|2|469|03/09/19 19:11:23,000000000|Q.-1110.|7801610001936|* TRIAL * TRIAL * TRIAL * TRIAL |11|BEBIDAS COCA COLA|1,0
1599|2|276|03/09/19 19:17:15,000000000|Q.5700-.|78020627|BELMONT DE 20|7|CIGARROS|1,0
1599|2|476|03/09/19 19:17:15,000000000|Q.5700-.|7802230082831|* TRIAL * TRIAL * TRIAL * TRIA|4|CONFITES-GALLETAS|2,0
1600|2|390|03/09/19 19:13:20,000000000|Q.-650.|7613032443191|* TRIAL * TRIAL * TRIAL * TRIAL|1|OFERTAS ESPECIALES|1,0
1604|2|125|03/09/19 19:18:43,000000000|Q.-950.|7801610880104|* TRIAL * TRIAL * TRIA|11|BEBIDAS COCA COLA|1,0
1606|2|282|03/09/19 19:22:13,000000000|Q.3320-.|7801610350256|* TRIAL * TRIAL * TRIAL * TRI|11|BEBIDAS COCA COLA|1,0
1607|2|218|03/09/19 19:22:30,000000000|Q.4370-.|7801900087541|VIENESAS WINTER 25UN.|1|OFERTAS ESPECIALES|1,0
1608|2|114|03/09/19 19:28:22,000000000|Q.3380-.|7801300012051|PRIMAVERA FRUTOS DEL MAIPO 200g.|1|OFERTAS ESPECIALES|1,0
1609|2|134|03/09/19 19:27:07,000000000|Q.-2250.|7613035493988|FLAN SABOR CARAMELO NESTLE 110g.|1|OFERTAS ESPECIALES|2,0
1610|2|57|03/09/19 19:28:33,000000000|Q.-1200.|7802800579013|JUGO ZUKO NARANJA 1L 35g|8|JUGOS-NECTAR|1,0
1612|2|77|03/09/19 19:33:51,000000000|Q.5890-.|7613035493988|* TRIAL * TRIAL * TRIAL * TRIAL |1|OFERTAS ESPECIALES|2,0
1627|2|9|03/09/19 19:47:00,000000000|Q.9940-.|78007673|PALL MALL AZUL DE 20|7|CIGARROS|2,0
1627|2|497|03/09/19 19:47:00,000000000|Q.9940-.|7806500507956|CONFORT NOBLE|10|ART.LIMPIEZA|1,0
1635|2|268|03/09/19 19:51:18,000000000|Q.-1500.|7802215104848|* TRIAL * TRIAL * TRIAL * T|4|CONFITES-GALLETAS|1,0
1636|2|306|03/09/19 19:57:00,000000000|Q.9110-.|7802225682107|CRACKER SELZ SABOR TRADICIONAL 107g.|1|OFERTAS ESPECIALES|1,0
1636|2|149|03/09/19 19:57:00,000000000|Q.9110-.|7802500037059|* TRIAL * TRIAL * TRIAL * TRIAL * TRIAL|1|OFERTAS ESPECIALES|1,0
1640|2|52|03/09/19 19:59:15,000000000|Q.3830-.|7802900120016|MANTEQUILLA SOPROLE CON SAL |1|OFERTAS ESPECIALES|1,0
1640|2|39|03/09/19 19:59:15,000000000|Q.3830-.|7802900001308|LECHE NATURAL SOPROLE 1L.|13|LÁCTEOS|1,0
1642|2|5|03/09/19 20:01:09,000000000|Q.3680-.|7801620001223|* TRIAL * TRIAL *|1|OFERTAS ESPECIALES|1,0
1643|2|90|03/09/19 20:02:54,000000000|Q.-1000.|HUEVO|Huevo|1|OFERTAS ESPECIALES|8,0
1644|2|342|03/09/19 20:05:37,000000000|Q.-1210.|7802575223135|JUGO SPRIM TUNA NORTINA 1L 35g|8|JUGOS-NECTAR|1,0
1648|2|53|03/09/19 20:07:24,000000000|Q.4600-.|7802000010965|SNACK MIX EVERCRISP II 50g|1|OFERTAS ESPECIALES|1,0
1648|2|294|03/09/19 20:07:24,000000000|Q.4600-.|7802095188037|PANCHO VILLA CACAHUATE SABOR CHIPOTLE|1|OFERTAS ESPECIALES|1,0
1651|2|91|03/09/19 20:08:35,000000000|Q.-1500.|7803473214058|PAN HOT DOG IDEAL 415g 8UN|1|OFERTAS ESPECIALES|1,0
1656|2|103|03/09/19 20:12:41,000000000|Q.-1750.|7613032484934|POSTRE CHAMONIX PIÑA 1L|1|OFERTAS ESPECIALES|1,0
1661|2|229|03/09/19 20:16:23,000000000|Q.-1840.|7793253001872|POETT PRIMAVERA 900ml|1|OFERTAS ESPECIALES|1,0
1662|2|403|03/09/19 20:20:51,000000000|Q.4480-.|7802225427289|MANI TIFANYS 22g|1|OFERTAS ESPECIALES|2,0
1663|2|201|03/09/19 20:17:47,000000000|Q.3000-.|78007673|* TRIAL * TRIAL * TR|7|CIGARROS|1,0
1665|2|49|03/09/19 20:21:25,000000000|Q.5340-.|7802920777542|LECHE ENTERA COLUN 1L.|13|LÁCTEOS|1,0
1665|2|422|03/09/19 20:21:25,000000000|Q.5340-.|7803480001092|PAN LINAZA CON PREBIOTICOS FUCHS 380g|1|OFERTAS ESPECIALES|1,0
1668|2|35|03/09/19 20:22:03,000000000|Q.-1000.|7806500507956|CONFORT NOBLE|10|ART.LIMPIEZA|1,0
1671|2|170|03/09/19 20:23:55,000000000|Q.3200-.|78018884|* TRIAL * TRIAL * TRIAL |7|CIGARROS|1,0
1672|2|420|03/09/19 20:31:17,000000000|Q.4980-.|7891515492816|MANTEQUILLA QUALY 250g.|1|OFERTAS ESPECIALES|1,0
1673|2|487|03/09/19 20:26:46,000000000|Q.6520-.|78019065|* TRIAL * TRIAL * TRIAL * TR|7|CIGARROS|1,0
1673|2|380|03/09/19 20:26:46,000000000|Q.6520-.|78019058|* TRIAL * TRIAL * TRI|7|CIGARROS|1,0
1677|2|246|03/09/19 20:29:45,000000000|Q.-2180.|7801300012051|PRIMAVERA FRUTOS DEL MAIPO 200g.|1|OFERTAS ESPECIALES|1,0
1683|2|283|03/09/19 20:33:33,000000000|Q.-880.|7802900001308|LECHE NATURAL SOPROLE 1L.|13|LÁCTEOS|1,0
1685|2|263|03/09/19 20:35:49,000000000|Q.6620-.|7802500221663|LASAÑA LUCC.PRECO.360g.|1|OFERTAS ESPECIALES|2,0
1685|2|176|03/09/19 20:35:49,000000000|Q.6620-.|7802950022322|* TRIAL * TRIAL * TRIAL * TR|1|OFERTAS ESPECIALES|2,0
1688|2|365|03/09/19 20:38:56,000000000|Q.8640-.|78018884|PALL MALL DE CLICK DE 20|7|CIGARROS|1,0
1693|2|185|03/09/19 20:40:33,000000000|Q.-2100.|7802900050078|LECHE CHOCO. SOPROLE 1L.|13|LÁCTEOS|2,0
1694|2|190|03/09/19 20:46:40,000000000|Q.-1790.|HUEVO|Huevo|1|OFERTAS ESPECIALES|10,0
1698|2|161|03/09/19 20:45:59,000000000|Q.2900-.|7801610323236|* TRIAL * TRIAL * TRIAL * TRIAL |11|BEBIDAS COCA COLA|1,0
1702|2|256|03/09/19 20:52:26,000000000|Q.5040-.|7803473004277|RAYITA SABOR FRUTILLA MARINELA 60g.|1|OFERTAS ESPECIALES|2,0
1714|2|427|03/09/19 20:59:13,000000000|Q.-1150.|7802820001044|JUGOS ANDINA DEL VALLE DAMASCO SIN AZUCAR 1.5L|8|JUGOS-NECTAR|1,0
1715|2|449|03/09/19 21:04:33,000000000|Q.8420-.|7801610333129|COCACOLA ORIGINAL RETORNABLE 3L.|11|BEBIDAS COCA COLA|1,0
1715|2|305|03/09/19 21:04:33,000000000|Q.8420-.|7501009222729|RSTRILLO PRESTO ULTRA GILLETTE|1|OFERTAS ESPECIALES|2,0
1716|2|6|03/09/19 21:00:36,000000000|Q.3200-.|7801620001193|BILZ 3.0L|12|BEBIDAS C.C.U|1,0
1723|2|52|03/09/19 21:09:59,000000000|Q.3290-.|7806500731085|* TRIAL * TRIAL * TRIAL * TRIAL * TRIA|1|OFERTAS ESPECIALES|1,0
1725|2|450|03/09/19 21:20:19,000000000|Q.-1200.|7801610001165|COCACOLA RETORNABLE ORIGINAL 1.25L.|11|BEBIDAS COCA COLA|1,0
1727|2|172|03/09/19 21:25:19,000000000|Q.4700-.|HUEVO|Huevo|1|OFERTAS ESPECIALES|10,0
1728|2|136|03/09/19 21:29:51,000000000|Q.-1700.|7801610000601|COCACOLA SIN AZUCAR 591ml|11|BEBIDAS COCA COLA|2,0
1730|2|281|03/09/19 21:30:08,000000000|Q.6690-.|78007673|* TRIAL * TRIAL * TR|7|CIGARROS|1,0
